shipment_sk,id,customer_id,shipping_address_id,channel_id,carrier,shipped_at_date_id,shipped_at_time,delivered_at_date_id,delivered_at_time,tracking_number
4604,9000004603,635,3275,1,Correo Argentino,20240302,11:12:23,20240305,11:12:23,TRK-Y0OZZHNKY3
4605,9000004604,349,3,2,PICKUP,20240715,08:59:29,20240716,08:59:29,
4606,9000004605,306,2524,1,Correo Argentino,20250222,17:00:33,20250225,17:00:33,TRK-45GCLEK358
4607,9000004606,969,3,2,PICKUP,20240113,04:06:26,20240114,04:06:26,
4608,9000004607,1180,3,2,PICKUP,,,,,
4609,9000004608,37,1387,1,Correo Argentino,20240408,14:05:02,20240413,14:05:02,TRK-C0YCDN96F6
4610,9000004609,846,1365,1,Correo Argentino,20250826,00:26:48,20250831,00:26:48,TRK-ZD38GGUG04
4611,9000004610,329,3774,1,Correo Argentino,20240721,07:13:57,20240724,07:13:57,TRK-QYSL789TEX
4612,9000004611,140,3,2,PICKUP,20240801,14:02:00,20240802,14:02:00,
4613,9000004612,163,2,2,PICKUP,20250509,01:21:58,20250510,01:21:58,
4614,9000004613,86,1788,1,Correo Argentino,20250207,14:02:21,20250211,14:02:21,TRK-AIZWZUQXD3
4615,9000004614,521,2,2,PICKUP,20240915,21:16:43,20240916,21:16:43,
4616,9000004615,487,3733,1,Correo Argentino,20250731,14:47:54,20250802,14:47:54,TRK-A8R6MP76ZH
4617,9000004616,639,2,2,PICKUP,20250902,17:09:07,20250903,17:09:07,
4618,9000004617,1191,3062,1,Correo Argentino,20240730,17:31:43,20240803,17:31:43,TRK-EF2Q093PC1
4619,9000004618,1377,4,2,PICKUP,20250113,07:40:41,20250114,07:40:41,
4620,9000004619,286,4,2,PICKUP,20240411,15:03:34,20240412,15:03:34,
4621,9000004620,1324,3,2,PICKUP,20250524,01:39:37,20250525,01:39:37,
4622,9000004621,702,1,2,PICKUP,20240906,09:19:58,20240907,09:19:58,
4623,9000004622,694,2289,1,Correo Argentino,20240119,08:00:57,20240126,08:00:57,TRK-ZPY5YNHRPS
4624,9000004623,665,1,2,PICKUP,20250919,07:33:29,20250920,07:33:29,
4625,9000004624,244,1,2,PICKUP,20240216,17:09:41,20240217,17:09:41,
4626,9000004625,585,1719,1,Correo Argentino,20250426,18:26:05,20250430,18:26:05,TRK-L7BTK2W3IJ
4627,9000004626,651,1557,1,Correo Argentino,20250718,03:01:43,20250722,03:01:43,TRK-7LIOPCH0I6
4628,9000004627,1408,3995,1,Correo Argentino,20250203,16:07:00,20250208,16:07:00,TRK-HZ0QZ6W8KF
4629,9000004628,339,2,2,PICKUP,20250517,20:41:13,20250518,20:41:13,
4630,9000004629,1110,3,2,PICKUP,20240127,19:38:05,20240128,19:38:05,
4631,9000004630,1311,4,2,PICKUP,20250422,20:08:01,20250423,20:08:01,
4632,9000004631,827,2464,1,Correo Argentino,,,,,
4633,9000004632,1382,1394,1,Correo Argentino,20250902,11:05:20,20250906,11:05:20,TRK-Q1S6LCHNI7
4634,9000004633,554,3421,1,Correo Argentino,20241221,05:06:47,20241223,05:06:47,TRK-3UMSSBAHID
4635,9000004634,710,2831,1,Correo Argentino,20240601,05:26:23,20240604,05:26:23,TRK-SWZ2DOLUQX
4636,9000004635,1085,2378,1,Correo Argentino,20250121,22:29:25,20250124,22:29:25,TRK-11SSD49BV2
4637,9000004636,449,2313,1,Correo Argentino,20240602,06:41:37,20240606,06:41:37,TRK-XLV0FSA8MN
4638,9000004637,1359,2836,1,Correo Argentino,20240109,16:15:50,20240112,16:15:50,TRK-NBVFGK2TD8
4639,9000004638,956,4113,1,Correo Argentino,20250225,19:03:44,20250228,19:03:44,TRK-JSLZUA2M9K
4640,9000004639,143,4,2,PICKUP,20240903,01:22:13,20240904,01:22:13,
4641,9000004640,12,3611,1,Correo Argentino,20240320,06:52:46,20240324,06:52:46,TRK-JL77NW6VT9
4642,9000004641,29,2349,1,Correo Argentino,20240116,11:36:25,20240121,11:36:25,TRK-Z4ZBSSGQZA
4643,9000004642,688,3349,1,Correo Argentino,20250928,09:04:32,20250930,09:04:32,TRK-NXSZUJE6HH
4644,9000004643,991,4,2,PICKUP,20240409,16:45:01,20240410,16:45:01,
4645,9000004644,468,4,2,PICKUP,,,,,
4646,9000004645,650,3139,1,Correo Argentino,20240725,19:28:53,20240731,19:28:53,TRK-80SWCKC7JQ
4647,9000004646,1002,2395,1,Correo Argentino,20240714,13:05:29,20240719,13:05:29,TRK-E1M8OK5N9W
4648,9000004647,539,4083,1,Correo Argentino,20241127,11:43:47,20241129,11:43:47,TRK-IR228BAUVW
4649,9000004648,397,3,2,PICKUP,20240201,21:16:04,20240202,21:16:04,
4650,9000004649,1059,1,2,PICKUP,20240918,16:00:32,20240919,16:00:32,
4651,9000004650,363,2392,1,Correo Argentino,20240527,15:47:54,20240530,15:47:54,TRK-D5T1JB92YE
4652,9000004651,806,4,2,PICKUP,20240821,14:05:47,20240822,14:05:47,
4653,9000004652,949,4,2,PICKUP,20240509,08:03:16,20240510,08:03:16,
4654,9000004653,837,1776,1,Correo Argentino,20240622,21:24:42,20240626,21:24:42,TRK-6GOHAO44F6
4655,9000004654,1035,3,2,PICKUP,,,,,
4656,9000004655,485,1890,1,Correo Argentino,20241208,21:59:51,20241213,21:59:51,TRK-BKV5N7XBBX
4657,9000004656,778,2291,1,Correo Argentino,20250411,22:28:21,20250417,22:28:21,TRK-MFTHW2VPGN
4658,9000004657,1076,3922,1,Correo Argentino,20240726,05:40:21,20240802,05:40:21,TRK-T2IHAQ3OEN
4659,9000004658,658,1899,1,Correo Argentino,20240928,01:36:10,20241002,01:36:10,TRK-FUD624EM4M
4660,9000004659,1402,3034,1,Correo Argentino,20240323,01:13:15,20240326,01:13:15,TRK-90UMLF1NUN
4661,9000004660,303,2660,1,Correo Argentino,20250409,12:52:34,20250412,12:52:34,TRK-1T4GCH5D9Y
4662,9000004661,1078,3775,1,Correo Argentino,,,,,
4663,9000004662,1388,3,2,PICKUP,20250503,12:49:22,20250504,12:49:22,
4664,9000004663,1286,2,2,PICKUP,20241017,20:23:48,20241018,20:23:48,
4665,9000004664,703,3,2,PICKUP,20240709,15:50:20,20240710,15:50:20,
4666,9000004665,250,4,2,PICKUP,20250913,20:43:11,20250914,20:43:11,
4667,9000004666,781,1089,1,Correo Argentino,20240131,20:12:02,20240205,20:12:02,TRK-U4V31VMZJ4
4668,9000004667,1033,1,2,PICKUP,20250209,23:22:19,20250210,23:22:19,
4669,9000004668,1255,2099,1,Correo Argentino,20240519,09:02:56,20240523,09:02:56,TRK-RCPYRD4Q98
4670,9000004669,703,1076,1,Correo Argentino,20250924,19:26:03,20250928,19:26:03,TRK-56421VZWVL
4671,9000004670,824,1622,1,Correo Argentino,20240715,07:38:19,20240721,07:38:19,TRK-JXRFWS5QJ5
4672,9000004671,863,3149,1,Correo Argentino,20241201,11:15:26,20241206,11:15:26,TRK-SMTFK4RO19
4673,9000004672,348,3431,1,Correo Argentino,20250701,15:16:21,20250706,15:16:21,TRK-A54FHKRPTO
4674,9000004673,1186,4,2,PICKUP,20240827,02:27:34,20240828,02:27:34,
4675,9000004674,618,4,2,PICKUP,20250805,14:09:33,20250806,14:09:33,
4676,9000004675,244,4,2,PICKUP,20240312,04:38:18,20240313,04:38:18,
4677,9000004676,1082,2440,1,Correo Argentino,20250921,08:20:52,20250925,08:20:52,TRK-DL71MTXCZ3
4678,9000004677,97,2508,1,Correo Argentino,20241009,12:29:20,20241012,12:29:20,TRK-1Z9VXW9NFG
4679,9000004678,502,1,2,PICKUP,20250308,10:14:10,20250309,10:14:10,
4680,9000004679,284,1885,1,Correo Argentino,20240528,04:41:33,20240603,04:41:33,TRK-MQDTBKTUUL
4681,9000004680,1112,1005,1,Correo Argentino,20250112,19:18:46,20250117,19:18:46,TRK-AHX67GCUL0
4682,9000004681,864,3,2,PICKUP,20250924,01:44:55,20250925,01:44:55,
4683,9000004682,1288,1,2,PICKUP,20250801,20:30:36,20250802,20:30:36,
4684,9000004683,1169,1933,1,Correo Argentino,20240226,13:17:22,20240301,13:17:22,TRK-ID3WR3E5WX
4685,9000004684,1271,3029,1,Correo Argentino,20240515,15:44:54,20240520,15:44:54,TRK-BMND234AXE
4686,9000004685,996,1,2,PICKUP,20240923,04:17:17,20240924,04:17:17,
4687,9000004686,737,1,2,PICKUP,20240609,16:15:12,20240610,16:15:12,
4688,9000004687,467,3472,1,Correo Argentino,20250225,10:47:43,20250227,10:47:43,TRK-R3ASHPCSHL
4689,9000004688,232,3849,1,Correo Argentino,20250422,10:22:57,20250425,10:22:57,TRK-YNPI0RB8XS
4690,9000004689,808,2216,1,Correo Argentino,20240921,16:22:37,20240923,16:22:37,TRK-YGC9EUB2UI
4691,9000004690,1141,1676,1,Correo Argentino,20240414,22:10:46,20240419,22:10:46,TRK-7457WY0KRE
4692,9000004691,363,3,2,PICKUP,20240604,01:52:14,20240605,01:52:14,
4693,9000004692,720,2399,1,Correo Argentino,20250519,07:34:19,20250521,07:34:19,TRK-SILUBHB5DJ
4694,9000004693,507,3899,1,Correo Argentino,20250503,08:48:52,20250510,08:48:52,TRK-8HORWVX9VF
4695,9000004694,1040,3134,1,Correo Argentino,20240621,07:05:02,20240626,07:05:02,TRK-6RRHE1MOHB
4696,9000004695,180,1284,1,Correo Argentino,20250822,10:20:19,20250824,10:20:19,TRK-SQDRS6DGLQ
4697,9000004696,1385,3,2,PICKUP,20240323,22:13:31,20240324,22:13:31,
4698,9000004697,185,4,2,PICKUP,20250815,03:40:58,20250816,03:40:58,
4699,9000004698,238,4146,1,Correo Argentino,20240305,19:45:19,20240310,19:45:19,TRK-OIGTHGEUGB
4700,9000004699,536,4185,1,Correo Argentino,20240314,07:17:51,20240317,07:17:51,TRK-ZWR6RMR56K
4701,9000004700,1229,1602,1,Correo Argentino,20250921,07:33:59,20250925,07:33:59,TRK-9TPMTSQ33Y
4702,9000004701,814,2959,1,Correo Argentino,20250612,13:47:23,20250616,13:47:23,TRK-HMGY24ALF8
4703,9000004702,1055,2162,1,Correo Argentino,20250513,16:21:23,20250517,16:21:23,TRK-6KBFWBUTZG
4704,9000004703,1196,1030,1,Correo Argentino,,,,,
4705,9000004704,1068,3,2,PICKUP,20241125,07:49:47,20241126,07:49:47,
4706,9000004705,865,2,2,PICKUP,20241026,19:50:33,20241027,19:50:33,
4707,9000004706,1331,3661,1,Correo Argentino,20250517,02:15:16,20250523,02:15:16,TRK-SDPEB5BRL0
4708,9000004707,299,1906,1,Correo Argentino,20240128,23:43:17,20240131,23:43:17,TRK-4QBKSKTZM9
4709,9000004708,1394,4,2,PICKUP,20240719,15:03:57,20240720,15:03:57,
4710,9000004709,912,1,2,PICKUP,20250401,13:00:31,20250402,13:00:31,
4711,9000004710,858,1556,1,Correo Argentino,20250207,17:40:41,20250211,17:40:41,TRK-TZMRTR11M8
4712,9000004711,899,4,2,PICKUP,20240309,06:59:28,20240310,06:59:28,
4713,9000004712,229,2,2,PICKUP,20250209,14:51:35,20250210,14:51:35,
4714,9000004713,134,1,2,PICKUP,20250819,19:05:13,20250820,19:05:13,
4715,9000004714,657,3060,1,Correo Argentino,20240723,12:35:50,20240728,12:35:50,TRK-VWKA1AX85C
4716,9000004715,210,1412,1,Correo Argentino,20250304,19:49:09,20250309,19:49:09,TRK-3YAFR1X3WC
4717,9000004716,1400,1941,1,Correo Argentino,20240925,17:39:59,20240930,17:39:59,TRK-AGN3KOPZSJ
4718,9000004717,23,1,2,PICKUP,20240628,11:31:05,20240629,11:31:05,
4719,9000004718,339,1,2,PICKUP,20250804,07:38:15,20250805,07:38:15,
4720,9000004719,1043,2,2,PICKUP,20240716,12:55:50,20240717,12:55:50,
4721,9000004720,829,2132,1,Correo Argentino,20240810,19:24:40,20240813,19:24:40,TRK-619LJ3AG19
4722,9000004721,932,1,2,PICKUP,,,,,
4723,9000004722,433,1,2,PICKUP,20240415,13:14:10,20240416,13:14:10,
4724,9000004723,1280,2,2,PICKUP,20250605,18:47:15,20250606,18:47:15,
4725,9000004724,1463,1,2,PICKUP,20240608,20:25:44,20240609,20:25:44,
4726,9000004725,1314,2,2,PICKUP,20240611,08:55:10,20240612,08:55:10,
4727,9000004726,812,3149,1,Correo Argentino,20240504,04:40:17,20240507,04:40:17,TRK-Q1LFIX91ZS
4728,9000004727,1159,4,2,PICKUP,20250805,01:35:06,20250806,01:35:06,
4729,9000004728,1424,3114,1,Correo Argentino,20250124,07:31:10,20250127,07:31:10,TRK-397GH1GBZF
4730,9000004729,276,1697,1,Correo Argentino,,,,,
4731,9000004730,132,2,2,PICKUP,20250402,05:38:16,20250403,05:38:16,
4732,9000004731,270,3,2,PICKUP,20250831,02:21:08,20250901,02:21:08,
4733,9000004732,779,1,2,PICKUP,20250311,21:21:23,20250312,21:21:23,
4734,9000004733,1015,4,2,PICKUP,20240511,12:28:07,20240512,12:28:07,
4735,9000004734,314,3,2,PICKUP,20250203,09:55:18,20250204,09:55:18,
4736,9000004735,1489,2985,1,Correo Argentino,20240515,08:52:53,20240519,08:52:53,TRK-K29ULEO7WU
4737,9000004736,425,2130,1,Correo Argentino,20240717,05:17:22,20240721,05:17:22,TRK-U3ER94XGPD
4738,9000004737,157,1,2,PICKUP,20240729,12:41:06,20240730,12:41:06,
4739,9000004738,1421,2,2,PICKUP,20250814,04:57:12,20250815,04:57:12,
4740,9000004739,384,2689,1,Correo Argentino,20250106,15:25:28,20250109,15:25:28,TRK-QIQEHFV9F6
4741,9000004740,1336,2,2,PICKUP,20240227,23:27:20,20240228,23:27:20,
4742,9000004741,1330,3797,1,Correo Argentino,20240720,00:38:58,20240725,00:38:58,TRK-22GCV8CMOY
4743,9000004742,943,3157,1,Correo Argentino,20241104,18:28:18,20241106,18:28:18,TRK-SZVJUT7RND
4744,9000004743,225,4132,1,Correo Argentino,20250309,11:40:14,20250314,11:40:14,TRK-UPUKFF24VJ
4745,9000004744,784,4,2,PICKUP,,,,,
4746,9000004745,1209,4,2,PICKUP,20250704,05:40:31,20250705,05:40:31,
4747,9000004746,339,2546,1,Correo Argentino,20250923,14:16:28,20250929,14:16:28,TRK-3YU5NXR50I
4748,9000004747,920,2,2,PICKUP,20240812,10:07:47,20240813,10:07:47,
4749,9000004748,627,3810,1,Correo Argentino,20250204,22:48:33,20250207,22:48:33,TRK-RK4JJ2P1V6
4750,9000004749,261,2,2,PICKUP,20240609,13:30:22,20240610,13:30:22,
4751,9000004750,672,2569,1,Correo Argentino,20240610,16:00:01,20240614,16:00:01,TRK-9U7H2S4PGU
4752,9000004751,1350,1331,1,Correo Argentino,,,,,
4753,9000004752,259,3,2,PICKUP,20250428,15:00:40,20250429,15:00:40,
4754,9000004753,1354,4,2,PICKUP,20241127,12:30:28,20241128,12:30:28,
4755,9000004754,1310,2377,1,Correo Argentino,20250519,07:07:27,20250522,07:07:27,TRK-W6ZVKRETEL
4756,9000004755,1224,2,2,PICKUP,20250603,00:03:36,20250604,00:03:36,
4757,9000004756,850,1977,1,Correo Argentino,20240702,09:20:10,20240707,09:20:10,TRK-40NHUXXDXO
4758,9000004757,1284,1,2,PICKUP,20240420,11:28:04,20240421,11:28:04,
4759,9000004758,1127,1,2,PICKUP,20250426,12:57:50,20250427,12:57:50,
4760,9000004759,133,2,2,PICKUP,20250105,18:13:08,20250106,18:13:08,
4761,9000004760,1154,2399,1,Correo Argentino,20250107,16:12:36,20250110,16:12:36,TRK-VHHBUVPO8P
4762,9000004761,73,4,2,PICKUP,,,,,
4763,9000004762,1222,4146,1,Correo Argentino,20240905,01:12:34,20240909,01:12:34,TRK-U50MNM85R0
4764,9000004763,119,2312,1,Correo Argentino,20240204,06:15:50,20240207,06:15:50,TRK-VZS9HYSVPD
4765,9000004764,1190,2,2,PICKUP,20250621,15:32:45,20250622,15:32:45,
4766,9000004765,1500,2732,1,Correo Argentino,20240415,07:33:04,20240419,07:33:04,TRK-ES3IWFM2AZ
4767,9000004766,148,3,2,PICKUP,20240325,04:11:35,20240326,04:11:35,
4768,9000004767,233,3565,1,Correo Argentino,20240827,23:46:39,20240831,23:46:39,TRK-LNH6T5GWRC
4769,9000004768,685,1521,1,Correo Argentino,20240113,14:05:07,20240116,14:05:07,TRK-P9SNF2ZKAP
4770,9000004769,1183,1,2,PICKUP,20250831,07:44:35,20250901,07:44:35,
4771,9000004770,427,1,2,PICKUP,20240111,01:13:13,20240112,01:13:13,
4772,9000004771,996,2660,1,Correo Argentino,20240329,06:30:22,20240401,06:30:22,TRK-6BM3AQMLTH
4773,9000004772,74,1,2,PICKUP,20240216,17:14:44,20240217,17:14:44,
4774,9000004773,407,1288,1,Correo Argentino,20250517,05:24:43,20250519,05:24:43,TRK-AQD4OJ42I9
4775,9000004774,1121,3436,1,Correo Argentino,20240710,03:40:58,20240714,03:40:58,TRK-NIZ5CYMD54
4776,9000004775,1209,1559,1,Correo Argentino,20250223,15:53:00,20250227,15:53:00,TRK-7FMBX77GK0
4777,9000004776,494,4049,1,Correo Argentino,20240502,17:46:11,20240505,17:46:11,TRK-1ZUT2L0167
4778,9000004777,1026,1975,1,Correo Argentino,20241112,14:13:24,20241116,14:13:24,TRK-FHG8O9IBAY
4779,9000004778,773,4089,1,Correo Argentino,20250807,04:54:53,20250810,04:54:53,TRK-2QTF7T5RIX
4780,9000004779,91,1921,1,Correo Argentino,20250412,22:43:10,20250414,22:43:10,TRK-JOPD3O4MQN
4781,9000004780,301,2560,1,Correo Argentino,20240804,12:11:00,20240806,12:11:00,TRK-E0SWY8YX03
4782,9000004781,33,1,2,PICKUP,20241012,13:30:49,20241013,13:30:49,
4783,9000004782,1480,4143,1,Correo Argentino,20250612,10:49:30,20250614,10:49:30,TRK-YQAB85JXAW
4784,9000004783,635,1,2,PICKUP,20240627,00:36:30,20240628,00:36:30,
4785,9000004784,823,2414,1,Correo Argentino,20240717,07:46:18,20240722,07:46:18,TRK-7PG01DU0UP
4786,9000004785,49,1,2,PICKUP,20240723,16:31:12,20240724,16:31:12,
4787,9000004786,422,1381,1,Correo Argentino,20240830,08:54:10,20240902,08:54:10,TRK-HJ7WX6QQRD
4788,9000004787,649,2,2,PICKUP,20250423,21:01:17,20250424,21:01:17,
4789,9000004788,351,4,2,PICKUP,20241114,00:49:25,20241115,00:49:25,
4790,9000004789,1335,3814,1,Correo Argentino,20241103,16:20:51,20241108,16:20:51,TRK-DM5BF4R8PH
4791,9000004790,382,2,2,PICKUP,20250510,12:58:10,20250511,12:58:10,
4792,9000004791,1466,1468,1,Correo Argentino,20250412,01:42:26,20250415,01:42:26,TRK-ZVHFVQS8ZZ
4793,9000004792,546,2894,1,Correo Argentino,20250614,13:27:06,20250618,13:27:06,TRK-I0VBBYZQMV
4794,9000004793,160,3,2,PICKUP,20240630,11:02:15,20240701,11:02:15,
4795,9000004794,1075,4,2,PICKUP,20240327,15:10:32,20240328,15:10:32,
4796,9000004795,455,1,2,PICKUP,20241130,17:21:25,20241201,17:21:25,
4797,9000004796,241,1099,1,Correo Argentino,20250102,08:37:06,20250107,08:37:06,TRK-22LKEJSH6D
4798,9000004797,710,2,2,PICKUP,20250329,16:45:14,20250330,16:45:14,
4799,9000004798,645,3677,1,Correo Argentino,20250316,16:32:29,20250321,16:32:29,TRK-67AT6UEMX8
4800,9000004799,367,2,2,PICKUP,20240612,15:21:11,20240613,15:21:11,
4801,9000004800,890,4,2,PICKUP,20241115,05:04:26,20241116,05:04:26,
4802,9000004801,927,1959,1,Correo Argentino,,,,,
4803,9000004802,133,3800,1,Correo Argentino,20250504,19:37:38,20250511,19:37:38,TRK-SQQ13DFI17
4804,9000004803,524,2,2,PICKUP,,,,,
4805,9000004804,635,3557,1,Correo Argentino,20241105,22:11:36,20241107,22:11:36,TRK-4M5U77QQKF
4806,9000004805,1206,2125,1,Correo Argentino,20240627,00:06:54,20240704,00:06:54,TRK-8L1TOWL21Y
4807,9000004806,1461,2362,1,Correo Argentino,20240225,07:51:02,20240301,07:51:02,TRK-QR6X16TUNF
4808,9000004807,601,1218,1,Correo Argentino,20250404,12:37:58,20250409,12:37:58,TRK-628WTJL6MN
4809,9000004808,1057,2706,1,Correo Argentino,20241221,07:31:09,20241225,07:31:09,TRK-XWSW74QJGB
4810,9000004809,357,4,2,PICKUP,20240807,19:42:08,20240808,19:42:08,
4811,9000004810,1261,1588,1,Correo Argentino,20240320,20:02:44,20240325,20:02:44,TRK-Y625N2LAEQ
4812,9000004811,26,1297,1,Correo Argentino,20250207,11:55:10,20250212,11:55:10,TRK-N94XMI9A7L
4813,9000004812,588,3,2,PICKUP,,,,,
4814,9000004813,17,2087,1,Correo Argentino,20240210,20:42:34,20240215,20:42:34,TRK-LQH9J4JN6F
4815,9000004814,730,1859,1,Correo Argentino,20240508,15:31:16,20240513,15:31:16,TRK-INOZE864OE
4816,9000004815,874,4,2,PICKUP,20250713,23:01:24,20250714,23:01:24,
4817,9000004816,961,3449,1,Correo Argentino,,,,,
4818,9000004817,1127,3087,1,Correo Argentino,20240217,15:52:15,20240222,15:52:15,TRK-COQH6TXK6V
4819,9000004818,1324,4000,1,Correo Argentino,20250216,05:00:55,20250222,05:00:55,TRK-BITPIYY6MH
4820,9000004819,8,3121,1,Correo Argentino,20241210,12:58:34,20241214,12:58:34,TRK-GLIVL70PNY
4821,9000004820,906,3,2,PICKUP,20240426,14:57:10,20240427,14:57:10,
4822,9000004821,807,2107,1,Correo Argentino,20250416,21:04:24,20250419,21:04:24,TRK-AH6TIU7O50
4823,9000004822,1111,3,2,PICKUP,20240814,02:38:26,20240815,02:38:26,
4824,9000004823,1279,3939,1,Correo Argentino,20240803,14:56:39,20240807,14:56:39,TRK-0AAV80J4GO
4825,9000004824,728,1021,1,Correo Argentino,20240610,16:10:51,20240615,16:10:51,TRK-2CXDKOT1Q3
4826,9000004825,337,3508,1,Correo Argentino,20250226,13:22:43,20250228,13:22:43,TRK-IJ3066TGO8
4827,9000004826,1302,1543,1,Correo Argentino,,,,,
4828,9000004827,832,4,2,PICKUP,20241009,05:24:09,20241010,05:24:09,
4829,9000004828,226,4,2,PICKUP,20250827,15:03:06,20250828,15:03:06,
4830,9000004829,810,2,2,PICKUP,20240520,15:37:33,20240521,15:37:33,
4831,9000004830,923,1,2,PICKUP,20250205,02:34:47,20250206,02:34:47,
4832,9000004831,816,3967,1,Correo Argentino,20250531,17:31:33,20250602,17:31:33,TRK-YH26BEAPK0
4833,9000004832,1205,3271,1,Correo Argentino,20240319,07:47:40,20240321,07:47:40,TRK-166DXXTPDV
4834,9000004833,240,1841,1,Correo Argentino,20250117,03:07:58,20250119,03:07:58,TRK-GOZ2L94BVC
4835,9000004834,867,2246,1,Correo Argentino,20240826,13:25:59,20240830,13:25:59,TRK-R09VIBU27E
4836,9000004835,60,3,2,PICKUP,20250723,02:29:22,20250724,02:29:22,
4837,9000004836,676,2831,1,Correo Argentino,20241010,23:52:29,20241012,23:52:29,TRK-WPLU6UHOKZ
4838,9000004837,1029,1,2,PICKUP,20250702,03:36:42,20250703,03:36:42,
4839,9000004838,453,3,2,PICKUP,20240130,22:42:37,20240131,22:42:37,
4840,9000004839,1480,1,2,PICKUP,,,,,
4841,9000004840,865,3189,1,Correo Argentino,20241206,09:20:21,20241211,09:20:21,TRK-G083CJFL7D
4842,9000004841,922,1515,1,Correo Argentino,20240121,18:03:58,20240125,18:03:58,TRK-77OWKBZ6HF
4843,9000004842,883,4,2,PICKUP,20240331,19:16:50,20240401,19:16:50,
4844,9000004843,204,3158,1,Correo Argentino,20250331,19:15:13,20250404,19:15:13,TRK-A38FK6XCYJ
4845,9000004844,983,3,2,PICKUP,,,,,
4846,9000004845,34,2,2,PICKUP,20240725,02:14:15,20240726,02:14:15,
4847,9000004846,517,2,2,PICKUP,20240914,14:48:07,20240915,14:48:07,
4848,9000004847,181,1,2,PICKUP,20240527,03:54:02,20240528,03:54:02,
4849,9000004848,477,2,2,PICKUP,20250919,03:37:50,20250920,03:37:50,
4850,9000004849,344,1313,1,Correo Argentino,20250813,06:04:45,20250816,06:04:45,TRK-1829EXH8C3
4851,9000004850,206,2,2,PICKUP,20240229,01:09:04,20240301,01:09:04,
4852,9000004851,861,1299,1,Correo Argentino,20250222,22:34:20,20250227,22:34:20,TRK-27N7GH3YM1
4853,9000004852,301,1158,1,Correo Argentino,20241015,17:16:59,20241020,17:16:59,TRK-H7YDYYRMR1
4854,9000004853,1130,3,2,PICKUP,20250307,17:55:49,20250308,17:55:49,
4855,9000004854,1116,4,2,PICKUP,20240528,16:04:59,20240529,16:04:59,
4856,9000004855,81,1137,1,Correo Argentino,20250213,21:29:50,20250216,21:29:50,TRK-JKET4WNR2U
4857,9000004856,954,4,2,PICKUP,20241216,15:08:35,20241217,15:08:35,
4858,9000004857,77,2,2,PICKUP,20250215,18:31:31,20250216,18:31:31,
4859,9000004858,549,3,2,PICKUP,20241111,06:49:58,20241112,06:49:58,
4860,9000004859,547,3,2,PICKUP,20240814,09:58:09,20240815,09:58:09,
4861,9000004860,991,3,2,PICKUP,,,,,
4862,9000004861,605,3388,1,Correo Argentino,20240828,20:24:45,20240901,20:24:45,TRK-JIW5Y5ZR2K
4863,9000004862,249,3,2,PICKUP,20240322,17:28:41,20240323,17:28:41,
4864,9000004863,547,3,2,PICKUP,20240418,03:31:36,20240419,03:31:36,
4865,9000004864,1343,3,2,PICKUP,20250828,22:35:06,20250829,22:35:06,
4866,9000004865,1498,1856,1,Correo Argentino,20241230,01:16:15,20250101,01:16:15,TRK-KUFDESMKLB
4867,9000004866,1337,4,2,PICKUP,20241216,19:27:49,20241217,19:27:49,
4868,9000004867,142,4,2,PICKUP,,,,,
4869,9000004868,1390,4,2,PICKUP,20240507,07:26:19,20240508,07:26:19,
4870,9000004869,1211,2358,1,Correo Argentino,20240802,22:49:38,20240805,22:49:38,TRK-1Z3D29SLNM
4871,9000004870,1299,4,2,PICKUP,20250605,10:48:10,20250606,10:48:10,
4872,9000004871,1351,1,2,PICKUP,20250223,08:22:50,20250224,08:22:50,
4873,9000004872,638,3359,1,Correo Argentino,20250908,12:01:39,20250915,12:01:39,TRK-ZDTOAIXWI3
4874,9000004873,50,2,2,PICKUP,20250611,08:57:56,20250612,08:57:56,
4875,9000004874,314,2098,1,Correo Argentino,20250101,15:47:08,20250106,15:47:08,TRK-CF4OG7V39D
4876,9000004875,1398,4,2,PICKUP,20240129,07:25:37,20240130,07:25:37,
4877,9000004876,340,4015,1,Correo Argentino,20240921,23:50:03,20240924,23:50:03,TRK-WB3DL2ZXDF
4878,9000004877,1162,3,2,PICKUP,20240510,06:11:39,20240511,06:11:39,
4879,9000004878,1500,4,2,PICKUP,20240120,21:24:34,20240121,21:24:34,
4880,9000004879,1240,2,2,PICKUP,20240821,09:35:46,20240822,09:35:46,
4881,9000004880,1251,3,2,PICKUP,20250908,23:35:21,20250909,23:35:21,
4882,9000004881,1484,2843,1,Correo Argentino,20240422,18:06:19,20240427,18:06:19,TRK-2DDZ0HO37W
4883,9000004882,395,2969,1,Correo Argentino,20250901,03:58:14,20250905,03:58:14,TRK-A4HB7VL8YN
4884,9000004883,839,4,2,PICKUP,20241230,22:54:54,20241231,22:54:54,
4885,9000004884,643,3302,1,Correo Argentino,20250813,17:18:58,20250815,17:18:58,TRK-DIX6I30UYZ
4886,9000004885,231,4022,1,Correo Argentino,20240717,08:10:04,20240721,08:10:04,TRK-RYDGF7WJK1
4887,9000004886,69,3402,1,Correo Argentino,20241021,10:44:00,20241023,10:44:00,TRK-N8OVLGYB5Y
4888,9000004887,348,2657,1,Correo Argentino,20241030,14:25:58,20241102,14:25:58,TRK-FMSZTVTSET
4889,9000004888,621,3585,1,Correo Argentino,20241006,16:49:39,20241011,16:49:39,TRK-6FZYCB83DR
