sales_order_sk,id,customer_id,channel_id,store_id,order_date_id,order_time,order_date,billing_address_id,shipping_address_id,status_order,currency_code,subtotal,tax_amount,shipping_fee,total_amount
6137,1000006136,309,1,,20241007,13:53:00,2024-10-07,2045,1478,CREATED,ARS,20520.0,4309.2,900.0,25729.2
6138,1000006137,740,1,,20240805,06:24:04,2024-08-05,2838,3537,PAID,ARS,28500.0,5985.0,1200.0,35685.0
6139,1000006138,1281,2,1.0,20250418,08:54:30,2025-04-18,,1,PAID,ARS,11760.0,2469.6,0.0,14229.6
6140,1000006139,347,2,3.0,20240628,00:31:00,2024-06-28,482,3,FULFILLED,ARS,43950.0,9229.5,0.0,53179.5
6141,1000006140,1385,1,,20240305,03:35:34,2024-03-05,286,2764,FULFILLED,ARS,47400.0,9954.0,1200.0,58554.0
6142,1000006141,547,2,4.0,20250417,15:12:46,2025-04-17,2970,4,PAID,ARS,23520.0,4939.2,0.0,28459.2
6143,1000006142,726,1,,20240703,08:38:56,2024-07-03,1108,3695,FULFILLED,ARS,44100.0,9261.0,900.0,54261.0
6144,1000006143,315,2,3.0,20240504,08:01:11,2024-05-04,,3,REFUNDED,ARS,59400.0,12474.0,0.0,71874.0
6145,1000006144,914,1,,20250206,04:46:52,2025-02-06,1375,1676,PAID,ARS,34200.0,7182.0,900.0,42282.0
6146,1000006145,896,1,,20250804,10:00:21,2025-08-04,1674,3460,FULFILLED,ARS,90450.0,18994.5,900.0,110344.5
6147,1000006146,289,2,3.0,20250326,03:56:05,2025-03-26,2979,3,CANCELLED,ARS,15000.0,3150.0,0.0,18150.0
6148,1000006147,597,2,4.0,20240509,11:04:43,2024-05-09,2335,4,PAID,ARS,54900.0,11529.0,0.0,66429.0
6149,1000006148,195,1,,20250411,10:54:27,2025-04-11,2073,2870,PAID,ARS,64200.0,13482.0,1500.0,79182.0
6150,1000006149,1129,2,4.0,20250823,23:58:46,2025-08-23,2759,4,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
6151,1000006150,713,1,,20240114,15:01:17,2024-01-14,1121,2391,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
6152,1000006151,1158,1,,20250109,23:11:08,2025-01-09,2354,3423,CANCELLED,ARS,72900.0,15309.0,1500.0,89709.0
6153,1000006152,820,2,4.0,20240626,00:44:23,2024-06-26,985,4,CANCELLED,ARS,64152.0,13471.92,0.0,77623.92
6154,1000006153,425,1,,20240814,05:40:01,2024-08-14,108,1770,FULFILLED,ARS,40500.0,8505.0,900.0,49905.0
6155,1000006154,461,1,,20240225,01:27:44,2024-02-25,2236,3646,FULFILLED,ARS,12000.0,2520.0,0.0,14520.0
6156,1000006155,804,2,1.0,20240927,09:06:36,2024-09-27,2269,1,FULFILLED,ARS,39084.0,8207.64,0.0,47291.64
6157,1000006156,83,1,,20250407,03:37:10,2025-04-07,1394,1700,PAID,ARS,79200.0,16632.0,1200.0,97032.0
6158,1000006157,376,2,3.0,20240408,08:30:07,2024-04-08,248,3,FULFILLED,ARS,44400.0,9324.0,0.0,53724.0
6159,1000006158,1429,1,,20240504,10:20:53,2024-05-04,790,1892,FULFILLED,ARS,24348.0,5113.08,0.0,29461.08
6160,1000006159,1360,1,,20240818,10:54:15,2024-08-18,203,2549,FULFILLED,ARS,63000.0,13230.0,1200.0,77430.0
6161,1000006160,900,1,,20250530,22:28:54,2025-05-30,714,1541,FULFILLED,ARS,26400.0,5544.0,1500.0,33444.0
6162,1000006161,1039,1,,20240208,12:32:26,2024-02-08,2781,1054,FULFILLED,ARS,22800.0,4788.0,1500.0,29088.0
6163,1000006162,1066,1,,20240922,18:45:15,2024-09-22,2834,3860,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
6164,1000006163,165,2,4.0,20250616,03:55:55,2025-06-16,2198,4,FULFILLED,ARS,35280.0,7408.8,0.0,42688.8
6165,1000006164,957,1,,20250410,22:18:04,2025-04-10,2300,1877,FULFILLED,ARS,11970.0,2513.7,900.0,15383.7
6166,1000006165,1335,1,,20250930,11:08:27,2025-09-30,,3893,PAID,ARS,101310.0,21275.1,1200.0,123785.1
6167,1000006166,442,2,1.0,20240818,03:29:33,2024-08-18,3117,1,FULFILLED,ARS,47250.0,9922.5,0.0,57172.5
6168,1000006167,1443,2,1.0,20240412,16:16:07,2024-04-12,1582,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
6169,1000006168,492,1,,20240317,08:59:09,2024-03-17,330,2919,FULFILLED,ARS,39600.0,8316.0,1200.0,49116.0
6170,1000006169,944,1,,20240925,10:40:40,2024-09-25,285,3639,PAID,ARS,27000.0,5670.0,900.0,33570.0
6171,1000006170,370,1,,20250516,16:24:16,2025-05-16,,2295,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
6172,1000006171,516,1,,20240703,11:58:06,2024-07-03,,1347,FULFILLED,ARS,14250.0,2992.5,1500.0,18742.5
6173,1000006172,1392,1,,20240302,04:10:27,2024-03-02,822,1258,FULFILLED,ARS,29700.0,6237.0,1200.0,37137.0
6174,1000006173,1019,2,2.0,20240622,19:16:33,2024-06-22,,2,CREATED,ARS,29160.0,6123.6,0.0,35283.6
6175,1000006174,337,1,,20240513,03:15:59,2024-05-13,404,1096,FULFILLED,ARS,36000.0,7560.0,900.0,44460.0
6176,1000006175,387,1,,20250317,15:05:25,2025-03-17,640,1517,FULFILLED,ARS,13230.0,2778.3,1500.0,17508.3
6177,1000006176,281,1,,20240701,03:39:42,2024-07-01,1980,3615,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
6178,1000006177,628,1,,20250421,11:30:52,2025-04-21,2791,2304,FULFILLED,ARS,12600.0,2646.0,900.0,16146.0
6179,1000006178,952,1,,20250610,16:54:51,2025-06-10,1560,3677,PAID,ARS,45000.0,9450.0,1500.0,55950.0
6180,1000006179,1340,1,,20240904,22:57:52,2024-09-04,2896,2097,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
6181,1000006180,1076,1,,20240909,23:11:32,2024-09-09,2157,4170,FULFILLED,ARS,64152.0,13471.92,0.0,77623.92
6182,1000006181,185,1,,20240303,10:56:38,2024-03-03,1069,1037,FULFILLED,ARS,46650.0,9796.5,1200.0,57646.5
6183,1000006182,475,1,,20250921,22:43:33,2025-09-21,617,1304,PAID,ARS,39600.0,8316.0,900.0,48816.0
6184,1000006183,154,1,,20250618,15:50:34,2025-06-18,2566,4076,FULFILLED,ARS,45600.0,9576.0,1200.0,56376.0
6185,1000006184,1168,2,4.0,20240308,01:02:08,2024-03-08,274,4,FULFILLED,ARS,79050.0,16600.5,0.0,95650.5
6186,1000006185,309,1,,20250924,13:22:32,2025-09-24,255,2373,FULFILLED,ARS,55272.0,11607.12,1200.0,68079.12
6187,1000006186,828,2,4.0,20240529,02:22:29,2024-05-29,128,4,REFUNDED,ARS,34020.0,7144.2,0.0,41164.2
6188,1000006187,1200,1,,20240323,04:51:26,2024-03-23,2718,1988,FULFILLED,ARS,64350.0,13513.5,1200.0,79063.5
6189,1000006188,1286,1,,20240825,12:14:01,2024-08-25,,2624,FULFILLED,ARS,42780.0,8983.8,900.0,52663.8
6190,1000006189,659,2,1.0,20240202,11:28:56,2024-02-02,61,1,FULFILLED,ARS,56070.0,11774.7,0.0,67844.7
6191,1000006190,430,1,,20250627,21:27:24,2025-06-27,2519,3793,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
6192,1000006191,704,1,,20250315,16:48:20,2025-03-15,265,4007,FULFILLED,ARS,22800.0,4788.0,1200.0,28788.0
6193,1000006192,1087,2,3.0,20240620,20:07:39,2024-06-20,969,3,FULFILLED,ARS,29700.0,6237.0,0.0,35937.0
6194,1000006193,63,1,,20241228,16:09:46,2024-12-28,2488,1214,FULFILLED,ARS,36000.0,7560.0,1200.0,44760.0
6195,1000006194,1388,1,,20250214,04:29:53,2025-02-14,18,1846,REFUNDED,ARS,57712.5,12119.62,1500.0,71332.12
6196,1000006195,987,2,1.0,20240111,03:42:15,2024-01-11,1862,1,PAID,ARS,31752.0,6667.92,0.0,38419.92
6197,1000006196,311,1,,20240103,09:57:37,2024-01-03,1322,2967,FULFILLED,ARS,33000.0,6930.0,1200.0,41130.0
6198,1000006197,379,2,4.0,20241017,11:20:42,2024-10-17,1227,4,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
6199,1000006198,585,1,,20240704,12:57:02,2024-07-04,290,1952,CREATED,ARS,14850.0,3118.5,900.0,18868.5
6200,1000006199,877,1,,20250816,14:30:22,2025-08-16,1218,3702,REFUNDED,ARS,64200.0,13482.0,900.0,78582.0
6201,1000006200,416,2,3.0,20250729,16:29:07,2025-07-29,1035,3,CANCELLED,ARS,32400.0,6804.0,0.0,39204.0
6202,1000006201,173,1,,20241122,14:28:24,2024-11-22,,2853,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
6203,1000006202,659,1,,20250828,04:59:04,2025-08-28,633,1082,FULFILLED,ARS,31752.0,6667.92,900.0,39319.92
6204,1000006203,4,1,,20250301,20:50:23,2025-03-01,1104,2907,FULFILLED,ARS,27000.0,5670.0,1500.0,34170.0
6205,1000006204,849,2,1.0,20240226,17:28:35,2024-02-26,1488,1,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
6206,1000006205,271,2,4.0,20250208,15:28:35,2025-02-08,1918,4,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
6207,1000006206,1388,1,,20250702,15:52:23,2025-07-02,1842,1153,FULFILLED,ARS,35640.0,7484.4,0.0,43124.4
6208,1000006207,623,1,,20250510,14:48:57,2025-05-10,661,2774,CANCELLED,ARS,29137.5,6118.88,1200.0,36456.38
6209,1000006208,1388,1,,20240913,19:03:52,2024-09-13,713,1616,FULFILLED,ARS,31170.0,6545.7,900.0,38615.7
6210,1000006209,1427,2,2.0,20240713,08:23:05,2024-07-13,988,2,CANCELLED,ARS,11400.0,2394.0,0.0,13794.0
6211,1000006210,1139,2,4.0,20240213,14:18:06,2024-02-13,991,4,FULFILLED,ARS,30870.0,6482.7,0.0,37352.7
6212,1000006211,463,1,,20250824,20:47:13,2025-08-24,2435,1428,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
6213,1000006212,1430,1,,20240503,16:22:56,2024-05-03,2519,1993,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
6214,1000006213,499,1,,20240507,06:12:25,2024-05-07,2590,2427,PAID,ARS,58305.0,12244.05,900.0,71449.05
6215,1000006214,67,1,,20240416,11:49:01,2024-04-16,2536,3850,FULFILLED,ARS,41760.0,8769.6,900.0,51429.6
6216,1000006215,249,1,,20250823,03:41:54,2025-08-23,983,1632,REFUNDED,ARS,13230.0,2778.3,0.0,16008.3
6217,1000006216,764,1,,20241203,12:04:55,2024-12-03,2700,2436,FULFILLED,ARS,22800.0,4788.0,1500.0,29088.0
6218,1000006217,911,2,3.0,20250924,14:21:15,2025-09-24,283,3,FULFILLED,ARS,42675.0,8961.75,0.0,51636.75
6219,1000006218,801,2,3.0,20250701,21:53:39,2025-07-01,2969,3,REFUNDED,ARS,24696.0,5186.16,0.0,29882.16
6220,1000006219,130,1,,20250403,12:47:22,2025-04-03,2717,2161,FULFILLED,ARS,78000.0,16380.0,900.0,95280.0
6221,1000006220,1106,1,,20250815,15:34:22,2025-08-15,1275,1896,CANCELLED,ARS,29400.0,6174.0,1200.0,36774.0
6222,1000006221,1441,1,,20240315,19:51:37,2024-03-15,2608,3603,FULFILLED,ARS,106530.0,22371.3,1500.0,130401.3
6223,1000006222,364,1,,20250328,19:34:56,2025-03-28,2751,1226,PAID,ARS,11970.0,2513.7,900.0,15383.7
6224,1000006223,35,1,,20240405,15:36:19,2024-04-05,2901,4117,PAID,ARS,11400.0,2394.0,1200.0,14994.0
6225,1000006224,1451,1,,20250404,11:14:39,2025-04-04,1976,1996,FULFILLED,ARS,13500.0,2835.0,900.0,17235.0
6226,1000006225,679,1,,20240217,10:37:17,2024-02-17,699,1168,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
6227,1000006226,1084,1,,20240115,18:58:03,2024-01-15,246,3207,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
6228,1000006227,248,1,,20250529,09:11:53,2025-05-29,208,1725,FULFILLED,ARS,37800.0,7938.0,0.0,45738.0
6229,1000006228,1249,1,,20250403,00:51:12,2025-04-03,1209,3029,FULFILLED,ARS,12600.0,2646.0,1200.0,16446.0
6230,1000006229,4,2,1.0,20240604,12:49:55,2024-06-04,252,1,FULFILLED,ARS,35760.0,7509.6,0.0,43269.6
6231,1000006230,1405,2,3.0,20241123,16:51:08,2024-11-23,1072,3,CANCELLED,ARS,36000.0,7560.0,0.0,43560.0
6232,1000006231,1212,2,4.0,20240329,13:43:54,2024-03-29,2503,4,FULFILLED,ARS,47670.0,10010.7,0.0,57680.7
6233,1000006232,962,1,,20250527,16:18:02,2025-05-27,298,1255,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0
6234,1000006233,1016,2,3.0,20240608,11:36:57,2024-06-08,1454,3,CANCELLED,ARS,40230.0,8448.3,0.0,48678.3
6235,1000006234,1346,1,,20240102,07:39:50,2024-01-02,1185,3961,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
6236,1000006235,249,1,,20241110,00:08:58,2024-11-10,655,3332,CANCELLED,ARS,62520.0,13129.2,900.0,76549.2
6237,1000006236,1301,1,,20240515,01:52:18,2024-05-15,2783,4134,PAID,ARS,43200.0,9072.0,1200.0,53472.0
6238,1000006237,1224,2,4.0,20250223,03:06:58,2025-02-23,236,4,CANCELLED,ARS,30780.0,6463.8,0.0,37243.8
6239,1000006238,790,1,,20250531,23:20:49,2025-05-31,1879,3515,FULFILLED,ARS,27000.0,5670.0,900.0,33570.0
6240,1000006239,1307,1,,20240704,13:15:27,2024-07-04,1069,2391,PAID,ARS,70200.0,14742.0,900.0,85842.0
6241,1000006240,56,1,,20240421,21:03:37,2024-04-21,2010,3443,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
6242,1000006241,266,2,4.0,20241017,17:31:36,2024-10-17,1573,4,PAID,ARS,38520.0,8089.2,0.0,46609.2
6243,1000006242,80,2,1.0,20250101,04:26:26,2025-01-01,1755,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
6244,1000006243,1458,2,3.0,20250529,12:13:56,2025-05-29,344,3,FULFILLED,ARS,10260.0,2154.6,0.0,12414.6
6245,1000006244,685,1,,20240228,23:00:37,2024-02-28,974,1566,PAID,ARS,20520.0,4309.2,1500.0,26329.2
6246,1000006245,1284,2,1.0,20241119,15:21:03,2024-11-19,1477,1,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
6247,1000006246,1460,2,1.0,20240516,20:15:55,2024-05-16,2076,1,FULFILLED,ARS,14962.5,3142.12,0.0,18104.62
6248,1000006247,1024,1,,20240413,23:08:50,2024-04-13,768,2442,PAID,ARS,31500.0,6615.0,1200.0,39315.0
6249,1000006248,937,1,,20250510,03:40:48,2025-05-10,155,1333,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5
6250,1000006249,1489,2,1.0,20240328,02:49:18,2024-03-28,2477,1,FULFILLED,ARS,22680.0,4762.8,0.0,27442.8
6251,1000006250,1233,2,4.0,20240604,07:27:13,2024-06-04,2915,4,FULFILLED,ARS,66420.0,13948.2,0.0,80368.2
6252,1000006251,176,1,,20250806,01:13:25,2025-08-06,1212,3833,FULFILLED,ARS,59520.0,12499.2,0.0,72019.2
6253,1000006252,396,1,,20240421,03:49:06,2024-04-21,2727,4150,FULFILLED,ARS,47628.0,10001.88,900.0,58529.88
6254,1000006253,552,1,,20250525,03:45:20,2025-05-25,682,1824,FULFILLED,ARS,25650.0,5386.5,900.0,31936.5
6255,1000006254,709,1,,20240904,22:34:44,2024-09-04,1665,3669,FULFILLED,ARS,35850.0,7528.5,1500.0,44878.5
6256,1000006255,1262,1,,20250612,07:36:28,2025-06-12,2358,1008,FULFILLED,ARS,25650.0,5386.5,1200.0,32236.5
6257,1000006256,310,2,2.0,20250425,22:20:50,2025-04-25,3035,2,PAID,ARS,14700.0,3087.0,0.0,17787.0
6258,1000006257,1258,1,,20240910,19:39:37,2024-09-10,1844,4076,FULFILLED,ARS,24000.0,5040.0,900.0,29940.0
6259,1000006258,1039,2,3.0,20240417,12:12:33,2024-04-17,3152,3,FULFILLED,ARS,44887.5,9426.38,0.0,54313.88
6260,1000006259,145,1,,20250208,18:43:10,2025-02-08,847,2502,FULFILLED,ARS,10260.0,2154.6,1200.0,13614.6
6261,1000006260,928,1,,20240122,19:12:56,2024-01-22,,3538,FULFILLED,ARS,33750.0,7087.5,1200.0,42037.5
6262,1000006261,1061,1,,20250706,20:27:12,2025-07-06,1719,1854,FULFILLED,ARS,60780.0,12763.8,0.0,73543.8
6263,1000006262,1421,2,1.0,20240515,10:09:04,2024-05-15,3119,1,FULFILLED,ARS,40500.0,8505.0,0.0,49005.0
6264,1000006263,1219,1,,20250729,05:06:52,2025-07-29,,3778,PAID,ARS,69300.0,14553.0,900.0,84753.0
6265,1000006264,510,1,,20250919,14:10:14,2025-09-19,783,2235,REFUNDED,ARS,23520.0,4939.2,900.0,29359.2
6266,1000006265,684,1,,20250505,20:46:38,2025-05-05,1075,1592,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
6267,1000006266,727,1,,20241020,20:08:00,2024-10-20,319,3977,FULFILLED,ARS,34020.0,7144.2,1200.0,42364.2
6268,1000006267,584,1,,20250115,04:55:45,2025-01-15,2320,2082,FULFILLED,ARS,53925.0,11324.25,1500.0,66749.25
6269,1000006268,521,1,,20250228,18:07:16,2025-02-28,,3216,CANCELLED,ARS,13500.0,2835.0,1200.0,17535.0
6270,1000006269,475,1,,20250123,06:48:52,2025-01-23,2238,1041,FULFILLED,ARS,69900.0,14679.0,1200.0,85779.0
6271,1000006270,1472,1,,20241104,15:03:36,2024-11-04,,2327,PAID,ARS,14700.0,3087.0,900.0,18687.0
6272,1000006271,188,1,,20250427,22:45:10,2025-04-27,1801,3792,FULFILLED,ARS,57000.0,11970.0,1500.0,70470.0
6273,1000006272,601,2,1.0,20240413,20:34:34,2024-04-13,912,1,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
6274,1000006273,407,1,,20250819,07:34:08,2025-08-19,,1216,FULFILLED,ARS,15750.0,3307.5,900.0,19957.5
6275,1000006274,210,2,2.0,20250116,10:06:10,2025-01-16,992,2,FULFILLED,ARS,48510.0,10187.1,0.0,58697.1
6276,1000006275,1472,2,2.0,20240920,17:49:04,2024-09-20,2502,2,REFUNDED,ARS,27000.0,5670.0,0.0,32670.0
6277,1000006276,1317,2,1.0,20250303,20:22:41,2025-03-03,3125,1,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
6278,1000006277,1450,1,,20241128,19:12:47,2024-11-28,1103,3478,FULFILLED,ARS,20520.0,4309.2,1500.0,26329.2
6279,1000006278,724,1,,20250731,01:37:52,2025-07-31,230,1562,FULFILLED,ARS,28500.0,5985.0,0.0,34485.0
6280,1000006279,942,1,,20250116,20:12:14,2025-01-16,30,1062,PAID,ARS,40500.0,8505.0,900.0,49905.0
6281,1000006280,226,1,,20240218,14:02:37,2024-02-18,1504,1769,FULFILLED,ARS,11400.0,2394.0,1500.0,15294.0
6282,1000006281,675,2,2.0,20250928,13:17:55,2025-09-28,196,2,PAID,ARS,66960.0,14061.6,0.0,81021.6
6283,1000006282,1366,1,,20250222,02:44:22,2025-02-22,365,2362,FULFILLED,ARS,29400.0,6174.0,1200.0,36774.0
6284,1000006283,1464,1,,20241109,07:04:59,2024-11-09,2582,4070,PAID,ARS,23760.0,4989.6,1200.0,29949.6
6285,1000006284,1317,2,2.0,20250510,04:03:58,2025-05-10,2616,2,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
6286,1000006285,321,1,,20241117,13:26:28,2024-11-17,219,2974,REFUNDED,ARS,27000.0,5670.0,0.0,32670.0
6287,1000006286,288,2,3.0,20250515,10:45:28,2025-05-15,,3,PAID,ARS,21600.0,4536.0,0.0,26136.0
6288,1000006287,839,1,,20240215,18:50:23,2024-02-15,1251,3498,PAID,ARS,13500.0,2835.0,1200.0,17535.0
6289,1000006288,63,2,4.0,20240116,06:14:30,2024-01-16,2421,4,PAID,ARS,54540.0,11453.4,0.0,65993.4
6290,1000006289,74,1,,20240130,00:50:20,2024-01-30,2979,3406,FULFILLED,ARS,21600.0,4536.0,1200.0,27336.0
6291,1000006290,1359,1,,20240621,16:02:53,2024-06-21,1609,3847,FULFILLED,ARS,12936.0,2716.56,1200.0,16852.56
6292,1000006291,735,1,,20250625,12:44:18,2025-06-25,1732,3960,CANCELLED,ARS,30780.0,6463.8,0.0,37243.8
6293,1000006292,583,2,2.0,20241203,00:53:16,2024-12-03,679,2,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
6294,1000006293,403,1,,20240205,12:34:30,2024-02-05,1740,2944,PAID,ARS,14700.0,3087.0,900.0,18687.0
6295,1000006294,144,2,4.0,20240921,17:09:47,2024-09-21,997,4,FULFILLED,ARS,53640.0,11264.4,0.0,64904.4
6296,1000006295,724,2,4.0,20240509,15:16:06,2024-05-09,788,4,FULFILLED,ARS,35910.0,7541.1,0.0,43451.1
6297,1000006296,508,1,,20240414,07:14:51,2024-04-14,848,1364,CANCELLED,ARS,24000.0,5040.0,900.0,29940.0
6298,1000006297,1476,1,,20250226,17:57:34,2025-02-26,,1828,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
6299,1000006298,1069,1,,20240312,03:57:24,2024-03-12,1680,2182,CANCELLED,ARS,29925.0,6284.25,1500.0,37709.25
6300,1000006299,92,1,,20250522,03:37:09,2025-05-22,2966,3785,FULFILLED,ARS,39600.0,8316.0,900.0,48816.0
6301,1000006300,376,1,,20240312,22:29:03,2024-03-12,,1457,FULFILLED,ARS,34020.0,7144.2,1500.0,42664.2
6302,1000006301,251,2,4.0,20241223,00:18:40,2024-12-23,2543,4,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
6303,1000006302,665,1,,20241008,10:18:15,2024-10-08,2550,3690,FULFILLED,ARS,28500.0,5985.0,1200.0,35685.0
6304,1000006303,4,2,1.0,20241130,21:41:33,2024-11-30,1300,1,REFUNDED,ARS,39787.5,8355.38,0.0,48142.88
6305,1000006304,225,1,,20250426,09:42:07,2025-04-26,430,4199,PAID,ARS,61560.0,12927.6,1200.0,75687.6
6306,1000006305,1083,2,1.0,20250420,10:52:03,2025-04-20,3127,1,FULFILLED,ARS,23940.0,5027.4,0.0,28967.4
6307,1000006306,111,1,,20241111,06:27:05,2024-11-11,1531,1202,FULFILLED,ARS,23940.0,5027.4,900.0,29867.4
6308,1000006307,1491,2,2.0,20240715,18:31:47,2024-07-15,2999,2,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
6309,1000006308,1340,1,,20240131,19:49:58,2024-01-31,,1224,FULFILLED,ARS,42750.0,8977.5,900.0,52627.5
6310,1000006309,597,1,,20250410,06:44:18,2025-04-10,1030,1521,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
6311,1000006310,873,1,,20241026,12:10:26,2024-10-26,673,2676,FULFILLED,ARS,11760.0,2469.6,1500.0,15729.6
6312,1000006311,1021,2,1.0,20240328,17:55:10,2024-03-28,2919,1,PAID,ARS,44550.0,9355.5,0.0,53905.5
6313,1000006312,456,1,,20250206,21:44:04,2025-02-06,875,3386,PAID,ARS,41040.0,8618.4,1500.0,51158.4
6314,1000006313,413,2,3.0,20250131,22:47:26,2025-01-31,2941,3,FULFILLED,ARS,25080.0,5266.8,0.0,30346.8
6315,1000006314,748,2,3.0,20240308,01:01:13,2024-03-08,1954,3,FULFILLED,ARS,79308.0,16654.68,0.0,95962.68
6316,1000006315,1310,2,1.0,20240609,03:14:47,2024-06-09,1277,1,FULFILLED,ARS,13500.0,2835.0,0.0,16335.0
6317,1000006316,1271,1,,20240305,03:39:06,2024-03-05,2685,1927,FULFILLED,ARS,14250.0,2992.5,1200.0,18442.5
6318,1000006317,964,1,,20240928,20:01:47,2024-09-28,2404,2127,FULFILLED,ARS,12600.0,2646.0,1500.0,16746.0
6319,1000006318,1178,1,,20241205,13:49:33,2024-12-05,2666,1567,FULFILLED,ARS,36300.0,7623.0,1500.0,45423.0
6320,1000006319,292,1,,20250515,19:07:54,2025-05-15,1489,2419,REFUNDED,ARS,25872.0,5433.12,900.0,32205.12
6321,1000006320,1034,2,4.0,20250221,13:52:41,2025-02-21,2182,4,FULFILLED,ARS,67200.0,14112.0,0.0,81312.0
6322,1000006321,494,1,,20241118,19:21:17,2024-11-18,1774,4172,PAID,ARS,47700.0,10017.0,1200.0,58917.0
6323,1000006322,1025,1,,20241212,22:28:16,2024-12-12,410,2711,FULFILLED,ARS,25872.0,5433.12,0.0,31305.12
6324,1000006323,1045,2,2.0,20250803,08:22:26,2025-08-03,590,2,CREATED,ARS,14700.0,3087.0,0.0,17787.0
6325,1000006324,700,1,,20250421,02:00:02,2025-04-21,2588,3110,FULFILLED,ARS,11340.0,2381.4,1200.0,14921.4
6326,1000006325,1194,1,,20240620,15:57:42,2024-06-20,477,2939,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
6327,1000006326,449,1,,20250525,00:45:59,2025-05-25,1095,2572,FULFILLED,ARS,64680.0,13582.8,1200.0,79462.8
6328,1000006327,220,2,4.0,20240928,05:43:23,2024-09-28,,4,FULFILLED,ARS,49680.0,10432.8,0.0,60112.8
6329,1000006328,1152,1,,20250921,22:39:47,2025-09-21,1737,3513,FULFILLED,ARS,105975.0,22254.75,0.0,128229.75
6330,1000006329,417,2,3.0,20240512,05:16:43,2024-05-12,1354,3,CANCELLED,ARS,47040.0,9878.4,0.0,56918.4
6331,1000006330,231,2,3.0,20250501,17:11:55,2025-05-01,698,3,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
6332,1000006331,142,1,,20240131,07:28:46,2024-01-31,3018,1550,PAID,ARS,40500.0,8505.0,900.0,49905.0
6333,1000006332,867,1,,20240618,14:30:48,2024-06-18,2588,3291,FULFILLED,ARS,24696.0,5186.16,0.0,29882.16
6334,1000006333,1011,1,,20250225,14:33:19,2025-02-25,503,3654,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
6335,1000006334,1363,1,,20250108,02:34:11,2025-01-08,,1750,FULFILLED,ARS,15000.0,3150.0,1200.0,19350.0
6336,1000006335,1027,2,3.0,20250407,23:43:24,2025-04-07,1856,3,FULFILLED,ARS,69480.0,14590.8,0.0,84070.8
6337,1000006336,135,1,,20250625,14:31:45,2025-06-25,1469,2547,FULFILLED,ARS,22800.0,4788.0,1200.0,28788.0
6338,1000006337,582,1,,20250316,19:33:09,2025-03-16,,1077,FULFILLED,ARS,13500.0,2835.0,1200.0,17535.0
6339,1000006338,525,1,,20240928,05:56:39,2024-09-28,3048,3830,FULFILLED,ARS,25650.0,5386.5,900.0,31936.5
6340,1000006339,463,2,3.0,20250515,11:55:57,2025-05-15,1346,3,FULFILLED,ARS,59175.0,12426.75,0.0,71601.75
6341,1000006340,1127,1,,20241118,06:41:11,2024-11-18,,1353,FULFILLED,ARS,31752.0,6667.92,1200.0,39619.92
6342,1000006341,1263,1,,20250212,21:36:58,2025-02-12,1632,1645,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
6343,1000006342,294,1,,20250306,03:58:15,2025-03-06,587,1814,FULFILLED,ARS,69660.0,14628.6,1500.0,85788.6
6344,1000006343,594,2,3.0,20250312,08:23:17,2025-03-12,2803,3,REFUNDED,ARS,57000.0,11970.0,0.0,68970.0
6345,1000006344,195,2,2.0,20240117,23:42:35,2024-01-17,1576,2,PAID,ARS,60900.0,12789.0,0.0,73689.0
